@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
791,'2018/02/15 22:48:07:716',2,-6,-6,1,0.79,0.81
792,'2018/02/15 22:48:07:733',2,-11,-11,1,0.79,0.81
793,'2018/02/15 22:48:07:751',2,-31,-31,1,0.79,0.81
794,'2018/02/15 22:48:07:767',2,-113,-113,1,0.79,0.81
795,'2018/02/15 22:48:07:783',2,-125,-125,1,0.79,0.81
796,'2018/02/15 22:48:07:800',2,-160,-160,1,0.79,0.81
797,'2018/02/15 22:48:07:818',2,-140,-140,1,0.79,0.81
798,'2018/02/15 22:48:07:835',2,-53,-53,1,0.79,0.81
799,'2018/02/15 22:48:07:866',2,-14,-14,1,0.79,0.81
800,'2018/02/15 22:48:07:883',2,9,9,1,0.79,0.81
801,'2018/02/15 22:48:07:900',2,25,25,1,0.79,0.81
802,'2018/02/15 22:48:07:917',2,44,44,1,0.79,0.81
803,'2018/02/15 22:48:07:934',2,70,70,1,0.79,0.81
804,'2018/02/15 22:48:07:950',2,126,126,1,0.79,0.81
805,'2018/02/15 22:48:07:967',2,102,102,1,0.79,0.81
806,'2018/02/15 22:48:07:984',2,103,103,1,0.79,0.81
807,'2018/02/15 22:48:08:010',2,119,119,1,0.79,0.81
808,'2018/02/15 22:48:08:026',2,59,59,1,0.79,0.81
809,'2018/02/15 22:48:08:043',2,13,13,1,0.79,0.81
810,'2018/02/15 22:48:08:058',2,5,5,1,0.79,0.81
811,'2018/02/15 22:48:08:077',2,-3,-3,1,0.79,0.81
812,'2018/02/15 22:48:08:093',2,-23,-23,1,0.79,0.81
813,'2018/02/15 22:48:08:125',2,-43,-43,1,0.79,0.81
814,'2018/02/15 22:48:08:144',2,-210,-210,1,0.79,0.81
815,'2018/02/15 22:48:08:161',2,-233,-233,1,0.79,0.81
816,'2018/02/15 22:48:08:177',2,-119,-119,1,0.79,0.81
817,'2018/02/15 22:48:08:193',2,-37,-37,1,0.79,0.81
818,'2018/02/15 22:48:08:212',2,-9,-9,1,0.79,0.81
819,'2018/02/15 22:48:08:228',2,7,7,1,0.79,0.81
820,'2018/02/15 22:48:08:259',2,29,29,1,0.79,0.81
821,'2018/02/15 22:48:08:279',2,94,94,1,0.79,0.81
822,'2018/02/15 22:48:08:295',2,75,75,1,0.79,0.81
823,'2018/02/15 22:48:08:311',2,66,66,1,0.79,0.81
824,'2018/02/15 22:48:08:327',2,47,47,1,0.79,0.81
825,'2018/02/15 22:48:08:343',2,46,46,1,0.79,0.81
826,'2018/02/15 22:48:08:360',2,61,61,1,0.79,0.81
827,'2018/02/15 22:48:08:378',2,40,40,1,0.79,0.81
828,'2018/02/15 22:48:08:395',2,17,17,1,0.79,0.81
829,'2018/02/15 22:48:08:412',2,0,0,1,0.79,0.81
830,'2018/02/15 22:48:08:427',2,-3,-3,1,0.79,0.81
831,'2018/02/15 22:48:08:444',2,-11,-11,1,0.79,0.81
832,'2018/02/15 22:48:08:461',2,-85,-85,1,0.79,0.81
833,'2018/02/15 22:48:08:481',2,-107,-107,1,0.79,0.81
834,'2018/02/15 22:48:08:497',2,-242,-242,1,0.79,0.81
835,'2018/02/15 22:48:08:513',2,-140,-140,1,0.79,0.81
836,'2018/02/15 22:48:08:529',2,-54,-54,1,0.79,0.81
837,'2018/02/15 22:48:08:548',2,-15,-15,1,0.79,0.81
838,'2018/02/15 22:48:08:564',2,19,19,1,0.79,0.81
839,'2018/02/15 22:48:08:580',2,16,16,1,0.79,0.81
840,'2018/02/15 22:48:08:595',2,39,39,1,0.79,0.81
841,'2018/02/15 22:48:08:614',2,44,44,1,0.79,0.81
842,'2018/02/15 22:48:08:630',2,40,40,1,0.79,0.81
843,'2018/02/15 22:48:08:648',2,51,51,1,0.79,0.81
844,'2018/02/15 22:48:08:663',2,76,76,1,0.79,0.81
845,'2018/02/15 22:48:08:682',2,52,52,1,0.79,0.81
846,'2018/02/15 22:48:08:699',2,36,36,1,0.79,0.81
847,'2018/02/15 22:48:08:715',2,100,100,1,0.79,0.81
848,'2018/02/15 22:48:08:731',2,32,32,1,0.79,0.81
849,'2018/02/15 22:48:08:749',2,7,7,1,0.79,0.81
850,'2018/02/15 22:48:08:765',2,0,0,1,0.79,0.81
851,'2018/02/15 22:48:08:797',2,-1,-1,1,0.79,0.81
852,'2018/02/15 22:48:08:814',2,-116,-116,1,0.79,0.81
853,'2018/02/15 22:48:08:831',2,-113,-113,1,0.79,0.81
854,'2018/02/15 22:48:08:848',2,-120,-120,1,0.79,0.81
855,'2018/02/15 22:48:08:864',2,-76,-76,1,0.79,0.81
856,'2018/02/15 22:48:08:881',2,-13,-13,1,0.79,0.81
857,'2018/02/15 22:48:08:896',2,-1,-1,1,0.79,0.81
858,'2018/02/15 22:48:08:915',2,6,6,1,0.79,0.81
859,'2018/02/15 22:48:08:931',2,7,7,1,0.79,0.81
860,'2018/02/15 22:48:08:948',2,58,58,1,0.79,0.81
861,'2018/02/15 22:48:08:964',2,19,19,1,0.79,0.81
862,'2018/02/15 22:48:08:982',2,62,62,1,0.79,0.81
863,'2018/02/15 22:48:08:998',2,86,86,1,0.79,0.81
864,'2018/02/15 22:48:09:031',2,84,84,1,0.79,0.81
865,'2018/02/15 22:48:09:049',2,79,79,1,0.79,0.81
866,'2018/02/15 22:48:09:065',2,23,23,1,0.79,0.81
867,'2018/02/15 22:48:09:081',2,0,0,1,0.79,0.81
868,'2018/02/15 22:48:09:096',2,-2,-2,1,0.79,0.81
869,'2018/02/15 22:48:09:113',2,-15,-15,1,0.79,0.81
870,'2018/02/15 22:48:09:128',2,-20,-20,1,0.79,0.81
871,'2018/02/15 22:48:09:148',2,-48,-48,1,0.79,0.81
872,'2018/02/15 22:48:09:164',2,-99,-99,1,0.79,0.81
873,'2018/02/15 22:48:09:180',2,-71,-71,1,0.79,0.81
874,'2018/02/15 22:48:09:197',2,-47,-47,1,0.79,0.81
875,'2018/02/15 22:48:09:212',2,-7,-7,1,0.79,0.81
876,'2018/02/15 22:48:09:230',2,9,9,1,0.79,0.81
877,'2018/02/15 22:48:09:247',2,38,38,1,0.79,0.81
878,'2018/02/15 22:48:09:264',2,58,58,1,0.79,0.81
879,'2018/02/15 22:48:09:283',2,44,44,1,0.79,0.81
880,'2018/02/15 22:48:09:298',2,105,105,1,0.79,0.81
881,'2018/02/15 22:48:09:315',2,94,94,1,0.79,0.81
882,'2018/02/15 22:48:09:331',2,96,96,1,0.79,0.81
883,'2018/02/15 22:48:09:350',2,73,73,1,0.79,0.81
884,'2018/02/15 22:48:09:365',2,51,51,1,0.79,0.81
885,'2018/02/15 22:48:09:382',2,24,24,1,0.79,0.81
886,'2018/02/15 22:48:09:399',2,9,9,1,0.79,0.81
887,'2018/02/15 22:48:09:430',2,0,0,1,0.79,0.81
888,'2018/02/15 22:48:09:449',2,-45,-45,1,0.79,0.81
889,'2018/02/15 22:48:09:466',2,-93,-93,1,0.79,0.81
890,'2018/02/15 22:48:09:497',2,-202,-202,1,0.79,0.81
891,'2018/02/15 22:48:09:517',2,-132,-132,1,0.79,0.81
892,'2018/02/15 22:48:09:533',2,-9,-9,1,0.79,0.81
893,'2018/02/15 22:48:09:548',2,0,0,1,0.79,0.81
894,'2018/02/15 22:48:09:565',2,3,3,1,0.79,0.81
895,'2018/02/15 22:48:09:584',2,32,32,1,0.79,0.81
896,'2018/02/15 22:48:09:600',2,48,48,1,0.79,0.81
897,'2018/02/15 22:48:09:617',2,62,62,1,0.79,0.81
898,'2018/02/15 22:48:09:641',2,42,42,1,0.79,0.81
899,'2018/02/15 22:48:09:666',2,73,73,1,0.79,0.81
900,'2018/02/15 22:48:09:682',2,90,90,1,0.79,0.81
901,'2018/02/15 22:48:09:701',2,8,8,1,0.79,0.81
902,'2018/02/15 22:48:09:717',2,4,4,1,0.79,0.81
903,'2018/02/15 22:48:09:733',2,0,0,1,0.79,0.81
904,'2018/02/15 22:48:09:751',2,-8,-8,1,0.79,0.81
905,'2018/02/15 22:48:09:769',2,-13,-13,1,0.79,0.81
906,'2018/02/15 22:48:09:784',2,-32,-32,1,0.79,0.81
907,'2018/02/15 22:48:09:816',2,-38,-38,1,0.79,0.81
908,'2018/02/15 22:48:09:833',2,-150,-150,1,0.79,0.81
909,'2018/02/15 22:48:09:850',2,-75,-75,1,0.79,0.81
910,'2018/02/15 22:48:09:867',2,-57,-57,1,0.79,0.81
911,'2018/02/15 22:48:09:883',2,-46,-46,1,0.79,0.81
912,'2018/02/15 22:48:09:899',2,3,3,1,0.79,0.81
913,'2018/02/15 22:48:09:916',2,28,28,1,0.79,0.81
914,'2018/02/15 22:48:09:933',2,59,59,1,0.79,0.81
915,'2018/02/15 22:48:09:949',2,29,29,1,0.79,0.81
916,'2018/02/15 22:48:09:967',2,70,70,1,0.79,0.81
917,'2018/02/15 22:48:09:984',2,108,108,1,0.79,0.81
918,'2018/02/15 22:48:10:001',2,64,64,1,0.79,0.81
919,'2018/02/15 22:48:10:018',2,41,41,1,0.79,0.81
920,'2018/02/15 22:48:10:049',2,68,68,1,0.79,0.81
921,'2018/02/15 22:48:10:070',2,42,42,1,0.79,0.81
922,'2018/02/15 22:48:10:085',2,-6,-6,1,0.79,0.81
923,'2018/02/15 22:48:10:117',2,-17,-17,1,0.79,0.81
924,'2018/02/15 22:48:10:134',2,-109,-109,1,0.79,0.81
925,'2018/02/15 22:48:10:149',2,-167,-167,1,0.79,0.81
926,'2018/02/15 22:48:10:169',2,-135,-135,1,0.79,0.81
927,'2018/02/15 22:48:10:185',2,-93,-93,1,0.79,0.81
928,'2018/02/15 22:48:10:217',2,-18,-18,1,0.79,0.81
929,'2018/02/15 22:48:10:237',2,-16,-16,1,0.79,0.81
930,'2018/02/15 22:48:10:253',2,-1,-1,1,0.79,0.81
931,'2018/02/15 22:48:10:270',2,0,0,1,0.79,0.81
932,'2018/02/15 22:48:10:286',2,0,0,1,0.79,0.81
933,'2018/02/15 22:48:10:309',2,1,1,1,0.79,0.81
934,'2018/02/15 22:48:10:324',2,0,0,1,0.79,0.81
935,'2018/02/15 22:48:10:342',2,0,0,1,0.79,0.81
936,'2018/02/15 22:48:10:358',2,0,0,1,0.79,0.81
937,'2018/02/15 22:48:10:375',2,0,0,1,0.79,0.81
938,'2018/02/15 22:48:10:392',2,0,0,1,0.79,0.81
939,'2018/02/15 22:48:10:408',2,0,0,1,0.79,0.81
940,'2018/02/15 22:48:10:424',2,0,0,1,0.79,0.81
941,'2018/02/15 22:48:10:442',2,0,0,1,0.79,0.81
942,'2018/02/15 22:48:10:459',2,0,0,1,0.79,0.81
943,'2018/02/15 22:48:10:475',2,0,0,1,0.79,0.81
944,'2018/02/15 22:48:10:490',2,0,0,1,0.79,0.81
945,'2018/02/15 22:48:10:509',2,0,0,1,0.79,0.81
946,'2018/02/15 22:48:10:524',2,0,0,1,0.79,0.81
947,'2018/02/15 22:48:10:541',2,0,0,1,0.79,0.81
948,'2018/02/15 22:48:10:557',2,0,0,1,0.79,0.81
949,'2018/02/15 22:48:10:574',2,0,0,1,0.79,0.81
950,'2018/02/15 22:48:10:590',2,0,0,1,0.79,0.81
951,'2018/02/15 22:48:10:609',2,0,0,1,0.79,0.81
952,'2018/02/15 22:48:10:625',2,0,0,1,0.79,0.81
953,'2018/02/15 22:48:10:657',2,0,0,1,0.79,0.81
954,'2018/02/15 22:48:10:679',2,0,0,1,0.79,0.81
955,'2018/02/15 22:48:10:695',2,0,0,1,0.79,0.81
956,'2018/02/15 22:48:10:712',2,0,0,1,0.79,0.81
957,'2018/02/15 22:48:10:728',2,0,0,1,0.79,0.81
958,'2018/02/15 22:48:10:744',2,0,0,1,0.79,0.81
959,'2018/02/15 22:48:10:760',2,0,0,1,0.79,0.81
960,'2018/02/15 22:48:10:777',2,0,0,1,0.79,0.81
961,'2018/02/15 22:48:10:793',2,0,0,1,0.79,0.81
962,'2018/02/15 22:48:10:810',2,0,0,1,0.79,0.81
963,'2018/02/15 22:48:10:825',2,0,0,1,0.79,0.81
964,'2018/02/15 22:48:10:843',2,0,0,1,0.79,0.81
965,'2018/02/15 22:48:10:859',2,0,0,1,0.79,0.81
966,'2018/02/15 22:48:10:878',2,0,0,1,0.79,0.81
967,'2018/02/15 22:48:10:894',2,0,0,1,0.79,0.81
968,'2018/02/15 22:48:10:911',2,0,0,1,0.79,0.81
969,'2018/02/15 22:48:10:926',2,0,0,1,0.79,0.81
970,'2018/02/15 22:48:10:943',2,0,0,1,0.79,0.81
971,'2018/02/15 22:48:10:959',2,0,0,1,0.79,0.81
972,'2018/02/15 22:48:10:979',2,0,0,1,0.79,0.81
973,'2018/02/15 22:48:10:996',2,0,0,1,0.79,0.81
974,'2018/02/15 22:48:11:011',2,0,0,1,0.79,0.81
975,'2018/02/15 22:48:11:028',2,0,0,1,0.79,0.81
976,'2018/02/15 22:48:11:044',2,0,0,1,0.79,0.81
977,'2018/02/15 22:48:11:060',2,0,0,1,0.79,0.81
978,'2018/02/15 22:48:11:078',2,0,0,1,0.79,0.81
979,'2018/02/15 22:48:11:094',2,0,0,1,0.79,0.81
980,'2018/02/15 22:48:11:111',2,0,0,1,0.79,0.81
981,'2018/02/15 22:48:11:127',2,0,0,1,0.79,0.81
982,'2018/02/15 22:48:11:146',2,0,0,1,0.79,0.81
983,'2018/02/15 22:48:11:161',2,0,0,1,0.79,0.81
984,'2018/02/15 22:48:11:178',2,0,0,1,0.79,0.81
985,'2018/02/15 22:48:11:194',2,0,0,1,0.79,0.81
986,'2018/02/15 22:48:11:212',2,0,0,1,0.79,0.81
987,'2018/02/15 22:48:11:228',2,0,0,1,0.79,0.81
988,'2018/02/15 22:48:11:245',2,0,0,1,0.79,0.81
989,'2018/02/15 22:48:11:260',2,0,0,1,0.79,0.81
990,'2018/02/15 22:48:11:278',2,0,0,1,0.79,0.81
991,'2018/02/15 22:48:11:294',2,0,0,1,0.79,0.81
